Row Id.,S_CODE,S_CITY,E_CODE,E_CITY,VACATION_No,VACATION_Yes,SW_No,SW_Yes,SLOT_Controlled,SLOT_Free,GATE_Constrained,GATE_Free,COUPON,NEW,HI,S_INCOME,E_INCOME,S_POP,E_POP,DISTANCE,PAX,FARE
128,*,Orlando             FL,*,Indianapolis        IN,0,1,0,1,0,1,0,1,1.24,3,3009.476387,"$22,360.00","$25,475.00",1421287,1489247,828,7675,$97.36
129,*,Phoenix             AZ,*,Indianapolis        IN,1,0,0,1,0,1,0,1,1.27,3,3446.749658,"$23,025.00","$25,475.00",2753373,1489247,1491,5100,$138.08
130,*,San Francisco       CA,*,Indianapolis        IN,1,0,1,0,0,1,0,1,1.71,3,1892.369111,"$38,813.00","$25,475.00",1653017,1489247,1941,3814,$157.45
131,*,Tampa               FL,*,Indianapolis        IN,0,1,0,1,0,1,0,1,1.28,3,3076.530483,"$23,654.00","$25,475.00",2195215,1489247,844,5160,$99.43
132,*,Atlanta             GA,*,Jacksonville        FL,0,1,1,0,0,1,0,1,1,3,5963.75302,"$26,993.00","$23,614.00",3532657,1008768,280,8571,$87.59
133,ORD,Chicago             IL,*,Jacksonville        FL,0,1,1,0,1,0,0,1,1.45,3,3198.811521,"$29,260.00","$23,614.00",7830332,1008768,865,3789,$158.63
134,MDW,Chicago             IL,*,Jacksonville        FL,0,1,1,0,0,1,0,1,1.45,3,3198.811521,"$29,260.00","$23,614.00",7830332,1008768,865,3789,$158.63
135,*,Fort Lauderdale     FL,*,Jacksonville        FL,0,1,1,0,0,1,0,1,1.01,3,3305.698178,"$26,752.00","$23,614.00",1440377,1008768,303,1859,$114.93
136,*,Atlanta             GA,*,Kansas City         MO,1,0,1,0,0,1,0,1,1.11,0,6722.008778,"$26,993.00","$25,450.00",3532657,1694803,685,6426,$116.18
137,ORD,Chicago             IL,*,Kansas City         MO,1,0,0,1,1,0,0,1,1.04,3,3296.049512,"$29,260.00","$25,450.00",7830332,1694803,407,20529,$75.71
138,MDW,Chicago             IL,*,Kansas City         MO,1,0,0,1,0,1,0,1,1.04,0,3296.049512,"$29,260.00","$25,450.00",7830332,1694803,407,20529,$75.71
139,*,Dallas/Fort Worth   TX,*,Kansas City         MO,1,0,1,0,0,1,0,1,1.2,3,7520.085442,"$28,637.00","$25,450.00",3036732,1694803,458,9381,$116.57
140,*,Denver              CO,*,Kansas City         MO,1,0,1,0,0,1,0,1,1.02,3,5505.791153,"$29,055.00","$25,450.00",1862106,1694803,541,7679,$110.25
141,*,Detroit             MI,*,Kansas City         MO,1,0,0,1,0,1,1,0,1.31,3,5569.746732,"$26,506.00","$25,450.00",4459144,1694803,639,4987,$123.27
142,*,Houston             TX,*,Kansas City         MO,1,0,0,1,0,1,0,1,1.08,2,4343.848698,"$27,211.00","$25,450.00",3770125,1694803,652,4649,$127.78
143,*,Las Vegas           NV,*,Kansas City         MO,0,1,0,1,0,1,0,1,1.39,0,2844.240054,"$24,575.00","$25,450.00",1197234,1694803,1140,8309,$78.24
144,*,Los Angeles         CA,*,Kansas City         MO,1,0,0,1,0,1,0,1,1.31,2,1843.517891,"$24,706.00","$25,450.00",9056076,1694803,1365,7959,$116.00
145,*,Albuquerque         NM,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1.08,0,7641.728632,"$22,089.00","$24,575.00",668159,1197234,479,7170,$72.43
146,*,Atlanta             GA,*,Las Vegas           NV,0,1,1,0,0,1,0,1,1.44,3,4112.438959,"$26,993.00","$24,575.00",3532657,1197234,1744,7881,$143.62
147,*,Austin              TX,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1.35,3,3757.25253,"$23,665.00","$24,575.00",1038660,1197234,1087,5738,$80.31
148,*,Boston              MA,*,Las Vegas           NV,0,1,1,0,0,1,0,1,1.49,3,1833.954846,"$30,124.00","$24,575.00",5787293,1197234,2372,10235,$133.35
149,*,Burbank             CA,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1,3,9592.991435,"$24,706.00","$24,575.00",9056076,1197234,226,16845,$52.92
150,ORD,Chicago             IL,*,Las Vegas           NV,0,1,0,1,1,0,0,1,1.15,3,2044.210288,"$29,260.00","$24,575.00",7830332,1197234,1519,23739,$123.74
151,MDW,Chicago             IL,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1.15,3,2044.210288,"$29,260.00","$24,575.00",7830332,1197234,1519,23739,$123.74
152,*,Cleveland           OH,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1.36,0,4070.447532,"$26,046.00","$24,575.00",2230955,1197234,1831,4543,$159.12
153,*,Columbus            OH,*,Las Vegas           NV,0,1,1,0,0,1,0,1,1.42,3,4956.577531,"$24,502.00","$24,575.00",125722,1197234,1769,7231,$115.84
154,*,Dallas/Fort Worth   TX,*,Las Vegas           NV,0,1,1,0,0,1,0,1,1.16,3,4446.514122,"$28,637.00","$24,575.00",3036732,1197234,1052,6986,$164.88
155,*,Denver              CO,*,Las Vegas           NV,0,1,1,0,0,1,0,1,1.13,3,3760.095415,"$29,055.00","$24,575.00",1862106,1197234,618,10206,$89.47
156,*,Detroit             MI,*,Las Vegas           NV,0,1,1,0,0,1,1,0,1.19,3,5307.269665,"$26,506.00","$24,575.00",4459144,1197234,1756,6675,$163.78
157,*,Houston             TX,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1.18,3,3690.131223,"$27,211.00","$24,575.00",3770125,1197234,1222,9632,$112.99
158,*,Los Angeles         CA,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1,0,2522.008294,"$24,706.00","$24,575.00",9056076,1197234,238,51358,$55.57
159,*,Los Angeles         CA,*,Las Vegas           NV,0,1,0,1,0,1,0,1,1,0,2522.008294,"$24,706.00","$24,575.00",9056076,1197234,238,51358,$55.57
160,*,Dallas/Fort Worth   TX,*,Little Rock         AR,1,0,0,1,0,1,0,1,1,3,5293.048369,"$28,637.00","$22,726.00",3036732,547633,308,10451,$59.77
161,*,Albuquerque         NM,*,Los Angeles         CA,1,0,0,1,0,1,0,1,1.09,3,4935.716503,"$22,089.00","$24,706.00",668159,9056076,673,11980,$76.79
162,*,Atlanta             GA,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.38,3,5465.97804,"$26,993.00","$24,706.00",3532657,9056076,1946,13365,$225.56
163,*,Boston              MA,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.35,3,2902.44082,"$30,124.00","$24,706.00",5787293,9056076,2605,14737,$301.79
164,ORD,Chicago             IL,*,Los Angeles         CA,1,0,1,0,1,0,0,1,1.19,3,3413.419799,"$29,260.00","$24,706.00",7830332,9056076,1751,29771,$233.78
165,MDW,Chicago             IL,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.19,3,3413.419799,"$29,260.00","$24,706.00",7830332,9056076,1751,29771,$233.78
166,*,Cleveland           OH,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.56,3,3300.076533,"$26,046.00","$24,706.00",2230955,9056076,2062,4531,$231.97
167,*,Columbus            OH,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.92,3,1550.158225,"$24,502.00","$24,706.00",125722,9056076,1996,3542,$179.23
168,*,Dallas/Fort Worth   TX,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.2,3,5976.023657,"$28,637.00","$24,706.00",3036732,9056076,1234,9746,$272.06
169,*,Denver              CO,*,Los Angeles         CA,1,0,1,0,0,1,0,1,1.1,3,6589.490736,"$29,055.00","$24,706.00",1862106,9056076,854,20889,$129.80
170,*,Detroit             MI,*,Los Angeles         CA,1,0,1,0,0,1,1,0,1.52,3,4289.780549,"$26,506.00","$24,706.00",4459144,9056076,1988,6758,$295.49
171,*,Fort Lauderdale     FL,*,Los Angeles         CA,0,1,1,0,0,1,0,1,1.27,3,3472.166007,"$26,752.00","$24,706.00",1440377,9056076,2341,4719,$193.50
172,*,Houston             TX,*,Los Angeles         CA,1,0,0,1,0,1,0,1,1.27,3,3942.830285,"$27,211.00","$24,706.00",3770125,9056076,1379,11760,$195.28
173,*,Atlanta             GA,*,Louisville          KY,1,0,1,0,0,1,0,1,1.04,3,5450.852845,"$26,993.00","$24,307.00",3532657,989164,320,4562,$101.68
174,*,Baltimore/Wash Intl MD,*,Louisville          KY,1,0,0,1,0,1,0,1,1.13,3,4655.179181,"$29,838.00","$24,307.00",29838,989164,495,6218,$60.26
175,ORD,Chicago             IL,*,Louisville          KY,1,0,0,1,1,0,0,1,1.02,3,4109.874328,"$29,260.00","$24,307.00",7830332,989164,276,8793,$68.06
176,MDW,Chicago             IL,*,Louisville          KY,1,0,0,1,0,1,0,1,1.02,3,4109.874328,"$29,260.00","$24,307.00",7830332,989164,276,8793,$68.06
177,*,Dallas/Fort Worth   TX,*,Lubbock             TX,1,0,0,1,0,1,0,1,1,3,6337.199459,"$28,637.00","$20,980.00",3036732,231325,283,9446,$60.87
178,*,Atlanta             GA,*,Memphis             TN,1,0,1,0,0,1,0,1,1.01,3,4988.825966,"$26,993.00","$24,725.00",3532657,1074558,331,10255,$70.62
179,*,Atlanta             GA,*,Miami               FL,0,1,1,0,0,1,0,1,1.01,1,4343.346033,"$26,993.00","$21,207.00",3532657,2105604,595,14119,$97.93
180,*,Boston              MA,*,Miami               FL,0,1,1,0,0,1,0,1,1.24,3,4133.349424,"$30,124.00","$21,207.00",5787293,2105604,1259,7322,$158.50
181,ORD,Chicago             IL,*,Miami               FL,0,1,1,0,1,0,0,1,1.15,3,3947.243372,"$29,260.00","$21,207.00",7830332,2105604,1187,10671,$168.92
182,MDW,Chicago             IL,*,Miami               FL,0,1,1,0,0,1,0,1,1.15,0,3947.243372,"$29,260.00","$21,207.00",7830332,2105604,1187,10671,$168.92
183,*,Dallas/Fort Worth   TX,*,Miami               FL,0,1,1,0,0,1,0,1,1.16,3,5772.858435,"$28,637.00","$21,207.00",3036732,2105604,1116,4613,$185.11
184,*,Detroit             MI,*,Miami               FL,0,1,1,0,0,1,1,0,1.17,3,6140.526487,"$26,506.00","$21,207.00",4459144,2105604,1151,5064,$133.98
185,*,Los Angeles         CA,*,Miami               FL,0,1,1,0,0,1,0,1,1.21,3,4567.200472,"$24,706.00","$21,207.00",9056076,2105604,2336,11193,$207.83
186,*,Las Vegas           NV,*,Milwaukee           WI,0,1,1,0,0,1,0,1,1.42,3,2796.603509,"$24,575.00","$26,695.00",1197234,1646147,1521,2963,$146.36
187,JFK,New York/Newark     NY,*,Milwaukee           WI,1,0,1,0,1,0,0,1,1.29,3,6108.572283,"$32,991.00","$26,695.00",8621121,1646147,736,6590,$190.09
188,LGA,New York/Newark     NY,*,Milwaukee           WI,1,0,1,0,1,0,0,1,1.29,3,6108.572283,"$32,991.00","$26,695.00",8621121,1646147,736,6590,$190.09
189,EWR,New York/Newark     NY,*,Milwaukee           WI,1,0,1,0,0,1,1,0,1.29,1,6108.572283,"$32,991.00","$26,695.00",8621121,1646147,736,6590,$190.09
190,*,Orlando             FL,*,Milwaukee           WI,0,1,1,0,0,1,0,1,1.49,3,2985.423047,"$22,360.00","$26,695.00",1421287,1646147,1066,6935,$104.87
191,*,Phoenix             AZ,*,Milwaukee           WI,1,0,1,0,0,1,0,1,1.36,3,3146.68289,"$23,025.00","$26,695.00",2753373,1646147,1461,4879,$154.06
192,*,Atlanta             GA,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.17,3,4317.659343,"$26,993.00","$28,739.00",3532657,2761118,904,5578,$269.43
193,*,Boston              MA,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.18,3,7702.881936,"$30,124.00","$28,739.00",5787293,2761118,1114,7276,$258.85
194,ORD,Chicago             IL,*,Minneapolis/St Paul MN,1,0,1,0,1,0,1,0,1.01,3,3911.167468,"$29,260.00","$28,739.00",7830332,2761118,342,29137,$156.93
195,MDW,Chicago             IL,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.01,3,3911.167468,"$29,260.00","$28,739.00",7830332,2761118,342,29137,$156.93
196,*,Dallas/Fort Worth   TX,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.1,3,4540.30106,"$28,637.00","$28,739.00",3036732,2761118,857,6621,$230.71
197,*,Denver              CO,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.02,3,4347.483461,"$29,055.00","$28,739.00",1862106,2761118,693,10147,$133.50
198,*,Detroit             MI,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.14,3,9249.131216,"$26,506.00","$28,739.00",4459144,2761118,530,5389,$286.54
199,*,Kansas City         MO,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.19,3,7958.31083,"$25,450.00","$28,739.00",1694803,2761118,401,3733,$232.55
200,*,Las Vegas           NV,*,Minneapolis/St Paul MN,0,1,1,0,0,1,1,0,1.13,3,6172.119157,"$24,575.00","$28,739.00",1197234,2761118,1301,4353,$171.67
201,*,Los Angeles         CA,*,Minneapolis/St Paul MN,1,0,1,0,0,1,1,0,1.24,3,6166.104324,"$24,706.00","$28,739.00",9056076,2761118,1539,7749,$246.10
202,ORD,Chicago             IL,*,Nashville           TN,1,0,0,1,1,0,0,1,1.02,3,3463.960734,"$29,260.00","$25,995.00",7830332,1115048,401,10902,$84.21
203,MDW,Chicago             IL,*,Nashville           TN,1,0,0,1,0,1,0,1,1.02,3,3463.960734,"$29,260.00","$25,995.00",7830332,1115048,401,10902,$84.21
204,*,Dallas/Fort Worth   TX,*,Nashville           TN,1,0,1,0,0,1,0,1,1.1,3,7138.340882,"$28,637.00","$25,995.00",3036732,1115048,634,4632,$181.99
205,*,Detroit             MI,*,Nashville           TN,1,0,0,1,0,1,1,0,1.16,2,7746.626652,"$26,506.00","$25,995.00",4459144,1115048,466,6143,$166.25
206,*,Houston             TX,*,Nashville           TN,1,0,0,1,0,1,0,1,1.08,3,4722.174858,"$27,211.00","$25,995.00",3770125,1115048,671,5772,$107.86
207,*,Los Angeles         CA,*,Nashville           TN,1,0,0,1,0,1,0,1,1.57,2,3106.383358,"$24,706.00","$25,995.00",9056076,1115048,1798,4462,$181.02
208,JFK,New York/Newark     NY,*,Nashville           TN,1,0,1,0,1,0,0,1,1.26,3,3647.271582,"$32,991.00","$25,995.00",8621121,1115048,760,7387,$215.01
209,LGA,New York/Newark     NY,*,Nashville           TN,1,0,1,0,1,0,0,1,1.26,3,3647.271582,"$32,991.00","$25,995.00",8621121,1115048,760,7387,$215.01
210,EWR,New York/Newark     NY,*,Nashville           TN,1,0,1,0,0,1,1,0,1.26,3,3647.271582,"$32,991.00","$25,995.00",8621121,1115048,760,7387,$215.01
211,*,Orlando             FL,*,Nashville           TN,0,1,0,1,0,1,0,1,1.17,1,2173.452527,"$22,360.00","$25,995.00",1421287,1115048,615,6224,$87.80
212,*,Atlanta             GA,*,New Orleans         LA,1,0,1,0,0,1,0,1,1.02,3,6269.745969,"$26,993.00","$22,038.00",3532657,1308499,419,7796,$120.70
213,ORD,Chicago             IL,*,New Orleans         LA,1,0,0,1,1,0,0,1,1.2,3,2621.007696,"$29,260.00","$22,038.00",7830332,1308499,829,8356,$132.85
214,MDW,Chicago             IL,*,New Orleans         LA,1,0,0,1,0,1,0,1,1.2,3,2621.007696,"$29,260.00","$22,038.00",7830332,1308499,829,8356,$132.85
215,*,Dallas/Fort Worth   TX,*,New Orleans         LA,1,0,0,1,0,1,0,1,1.05,3,4060.654148,"$28,637.00","$22,038.00",3036732,1308499,455,12717,$84.53
216,*,Houston             TX,*,New Orleans         LA,1,0,0,1,0,1,0,1,1.01,3,5117.492219,"$27,211.00","$22,038.00",3770125,1308499,319,19894,$76.81
217,*,Los Angeles         CA,*,New Orleans         LA,1,0,0,1,0,1,0,1,1.43,3,2605.054389,"$24,706.00","$22,038.00",9056076,1308499,1678,5559,$202.00
218,*,Albuquerque         NM,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.92,3,1940.172197,"$22,089.00","$32,991.00",668159,8621121,1822,4002,$208.79
219,*,Albuquerque         NM,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.92,3,1940.172197,"$22,089.00","$32,991.00",668159,8621121,1822,4002,$208.79
220,*,Albuquerque         NM,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.92,3,1940.172197,"$22,089.00","$32,991.00",668159,8621121,1822,4002,$208.79
221,*,Atlanta             GA,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.06,3,4593.383078,"$26,993.00","$32,991.00",3532657,8621121,756,48642,$162.28
222,*,Atlanta             GA,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.06,3,4593.383078,"$26,993.00","$32,991.00",3532657,8621121,756,48642,$162.28
223,*,Atlanta             GA,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.06,3,4593.383078,"$26,993.00","$32,991.00",3532657,8621121,756,48642,$162.28
224,*,Austin              TX,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.69,3,3447.627514,"$23,665.00","$32,991.00",1038660,8621121,1515,3802,$287.23
225,*,Austin              TX,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.69,3,3447.627514,"$23,665.00","$32,991.00",1038660,8621121,1515,3802,$287.23
226,*,Austin              TX,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.69,3,3447.627514,"$23,665.00","$32,991.00",1038660,8621121,1515,3802,$287.23
227,*,Boston              MA,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1,3,2850.328073,"$30,124.00","$32,991.00",5787293,8621121,183,66820,$116.78
228,*,Boston              MA,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1,3,2850.328073,"$30,124.00","$32,991.00",5787293,8621121,183,66820,$116.78
229,*,Boston              MA,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1,3,2850.328073,"$30,124.00","$32,991.00",5787293,8621121,183,66820,$116.78
230,ORD,Chicago             IL,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
231,ORD,Chicago             IL,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
232,ORD,Chicago             IL,EWR,New York/Newark     NY,1,0,1,0,1,0,1,0,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
233,MDW,Chicago             IL,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
234,MDW,Chicago             IL,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
235,MDW,Chicago             IL,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.05,3,3316.895019,"$29,260.00","$32,991.00",7830332,8621121,723,73892,$159.71
236,*,Cincinnati          OH,JFK,New York/Newark     NY,1,0,1,0,1,0,1,0,1.1,3,6102.030388,"$25,059.00","$32,991.00",1595139,8621121,582,9567,$205.00
237,*,Cincinnati          OH,LGA,New York/Newark     NY,1,0,1,0,1,0,1,0,1.1,3,6102.030388,"$25,059.00","$32,991.00",1595139,8621121,582,9567,$205.00
238,*,Cincinnati          OH,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.1,3,6102.030388,"$25,059.00","$32,991.00",1595139,8621121,582,9567,$205.00
239,*,Cleveland           OH,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.07,3,6798.937657,"$26,046.00","$32,991.00",2230955,8621121,408,13252,$143.44
240,*,Cleveland           OH,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.07,3,6798.937657,"$26,046.00","$32,991.00",2230955,8621121,408,13252,$143.44
241,*,Cleveland           OH,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.07,3,6798.937657,"$26,046.00","$32,991.00",2230955,8621121,408,13252,$143.44
242,*,Columbus            OH,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.11,0,3046.453115,"$24,502.00","$32,991.00",125722,8621121,475,10168,$174.87
243,*,Columbus            OH,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.11,3,3046.453115,"$24,502.00","$32,991.00",125722,8621121,475,10168,$174.87
244,*,Columbus            OH,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.11,3,3046.453115,"$24,502.00","$32,991.00",125722,8621121,475,10168,$174.87
245,*,Dallas/Fort Worth   TX,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.12,3,6583.719434,"$28,637.00","$32,991.00",3036732,8621121,1389,24082,$304.18
246,*,Dallas/Fort Worth   TX,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.12,3,6583.719434,"$28,637.00","$32,991.00",3036732,8621121,1389,24082,$304.18
247,*,Dallas/Fort Worth   TX,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.12,3,6583.719434,"$28,637.00","$32,991.00",3036732,8621121,1389,24082,$304.18
248,*,Denver              CO,JFK,New York/Newark     NY,1,0,1,0,1,0,0,1,1.25,3,4809.098342,"$29,055.00","$32,991.00",1862106,8621121,1624,16240,$270.36
249,*,Denver              CO,LGA,New York/Newark     NY,1,0,1,0,1,0,0,1,1.25,3,4809.098342,"$29,055.00","$32,991.00",1862106,8621121,1624,16240,$270.36
250,*,Denver              CO,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.25,3,4809.098342,"$29,055.00","$32,991.00",1862106,8621121,1624,16240,$270.36
251,*,Detroit             MI,JFK,New York/Newark     NY,1,0,1,0,1,0,1,0,1.06,3,5430.524412,"$26,506.00","$32,991.00",4459144,8621121,492,17775,$209.35
252,*,Detroit             MI,LGA,New York/Newark     NY,1,0,1,0,1,0,1,0,1.06,3,5430.524412,"$26,506.00","$32,991.00",4459144,8621121,492,17775,$209.35
253,*,Detroit             MI,EWR,New York/Newark     NY,1,0,1,0,0,1,1,0,1.06,3,5430.524412,"$26,506.00","$32,991.00",4459144,8621121,492,17775,$209.35
254,*,Fort Lauderdale     FL,JFK,New York/Newark     NY,0,1,1,0,1,0,0,1,1.06,3,2828.160659,"$26,752.00","$32,991.00",1440377,8621121,1068,40159,$123.18
